,name,age,location,gender,join_date,total tweets,followers,following,verified,tweet,likes,retweets,date,word count,launguage,is quote,hashtags,trending,tweet id
6021,investwithSIB,,,,2019-10-18,6011,4423,134,False,"The market commenced the week in the red, extending losses by a marginal 0.1%. Conversely, the NSE 20 maintained its four-session mini-rally, ticking up 0.3% on the price uptick of some large caps while the NSE 25 inched 0.1% higher.
#SIBResearch https://t.co/OYMQwbIxBq",0,0,2023-01-09,41,en,False,"[{'text': 'SIBResearch', 'indices': [234, 246]}]",,1612459899522367490
6022,montoyabisnar,,,,2022-02-23,105045,333,375,False,"RT @KDLEXBooster: The long wait is finally over because our highly anticipated MV is now out on ABS-CBN’s Star Music channel! 

[Days - KD…",0,59,2023-01-09,24,en,False,[],,1612459899518177280
6023,nnnnooouuurrrz,,"Cairo, Egypt",,2022-09-13,132,14,32,False,Unarchived cuz theyre not that imp,0,0,2023-01-09,6,en,False,[],"['#اهلاوي_نتابع_بعض', 'جاريث بيل', 'حسين الشحات', '#قروبات_البابلي_للاضافات', 'الدبابه الماليه', '#بطلوا_هري', '#السعوديه_العراق', '#بتضحك_علي_خيبتك', 'ديمبيلي', 'ميلان', 'اتليتكو', 'جريزمان', 'علي نعمه الاسلام', 'CRUSH GAME', 'التحالف الوطني', 'محرز', 'كره القدم', 'اليوم الاثنين', 'توريس', 'بوسكيتس', 'مانشستر سيتي', 'Glory', 'العمل الاهلي التنموي', 'الاهلي المصري', 'حرس الحدود', 'الدرجه التانيه', '9 يناير 2023', 'زيدان', 'رافينيا', 'سافيتش', 'القصر الرياسي', 'Disney', 'Potter', 'البرتغال', 'صوت المطر', 'الطاقه الايجابيه', 'الاحوال الجويه', 'اليوم الاحد', 'حمدي نوح', 'يابن اللاعيبه', 'الاجواء الشتويه', 'مارتينيز', 'علي ماهر', 'عبد الله بن مسعود', 'سيميوني', 'صوت الرعد', 'تشافي', 'السيتي', 'السما النهارده', 'مروان عطيه']",1612459899509694465
6024,HeluTdf,,,,2022-09-29,155713,639,845,False,"RT @Letina241: @FAmdeslasie, confirmed that whether committed by 🇪🇷|n soldiers or others, the sexual violence that happened in Tigray had t…",0,68,2023-01-09,21,en,False,[],,1612459899505750016
6025,Piflushstore,,,,2019-06-19,3483,218,233,False,"RT @FidgetHfg: The Global Hackathon Ecology held by the Pi Network project has reached 1734teams, including GE, BM, Siemens, Amazon, Unilev…",0,12,2023-01-09,21,en,False,[],,1612459899501555713
6026,Okitsmebishu,,"Thalassery, India",,2020-09-17,458,41,209,False,"RT @sof1azara03: $100 or 1,52jt Giveaway ~ 24 hrs 🐙

RT + Follow all accounts:

@guzpron  
@CStudioNFTs 
@maice_adm 
@prctiu",0,8384,2023-01-09,18,en,False,[],[],1612459899497353216
6027,cagney1991,,South Florida,,2009-07-30,1508227,9519,10474,False,RT @DarkWebWarrior: This is how you do it... no milk and cookies for Trumps Jan 6 insurrection Qnut Trailor Park Commandos...,0,65,2023-01-09,21,en,True,[],[],1612459899484766209
6028,icykittycat98,,"Florida, USA",,2019-02-04,3361,331,448,False,"Reminds me of poppy playtime but wow, the bird is unbelievable!! 
https://t.co/FTZKG4EfbX
#games #YouTuber #game #indiegames https://t.co/E4rJYy3gve",0,0,2023-01-09,16,en,False,"[{'text': 'games', 'indices': [90, 96]}, {'text': 'YouTuber', 'indices': [97, 106]}, {'text': 'game', 'indices': [107, 112]}, {'text': 'indiegames', 'indices': [113, 124]}]",[],1612459899484573696
6029,TreeTrunks15,,,,2019-06-01,13376,148,174,False,"RT @itsmontyj: I don’t walk away to teach people a lesson, I walk away because I finally learned mine…",0,8430,2023-01-09,19,en,False,[],,1612459899484512256
6030,hazelpeanut__,,,,2012-12-06,39373,713,446,False,RT @badestoutfit: mach and mach heart shaped high heels https://t.co/XySKI5PliM,0,72,2023-01-09,10,en,False,[],,1612459899476410374
6031,kn11xd,,,,2020-05-07,14825,910,25,False,"he's so cuteee 🥺😭😩🧡
https://t.co/Pesn5OFXkW",0,0,2023-01-09,4,en,False,[],,1612459899463819264
6032,tgP5BLAm6Ap46mU,,,,2021-10-16,281,148,251,False,RT @FabrizioRomano: Manchester United are working to find a solution with Besiktas and Burnley to get Wout Weghorst deal done — both player…,0,2586,2023-01-09,23,en,False,[],,1612459899459624960
6033,bit1378,,,,2022-06-25,2452,42,1133,False,"RT @CRYPTOFIED1: $15 in 90min rt 

Like/rt @revolut20 recent tweetsss",0,267,2023-01-09,10,en,False,[],,1612459899459407876
6034,AbhinavArmy2,,,,2021-02-26,16426,135,52,False,"""Just because something has not arrived yet does not mean it's not coming.""

CHOUDHARY SIBLINGS REUNION",2,2,2023-01-09,15,en,False,[],,1612459899455438849
6035,Laxmisa46314905,,,,2022-12-25,12831,10,5,False,"RT @lovingpriyankit: Focus on RTs.
Like. Retweet. Repeat.

FANS DEMAND ANKIT IN BB",0,8,2023-01-09,11,en,False,[],,1612459899451211777
6036,manvine_,,"Madrid, Spain",,2013-08-21,11065,90,419,False,RT @AaronSiriSG: 1/4. Pfizer's website for its C19 vaccine tells patients to advise their vaccination provider if they have any of the foll…,0,394,2023-01-09,23,en,False,[],"['Chelsea', 'San Fernando', 'Tenerife', 'Gareth Bale', '#TYKITKAT', '#yoveosálvame', 'GRACIE', '#APOYOROCIO9E', '#LaChicaDeNieveNetflix', 'Alex Moreno', 'Gales', 'Borja Semper', 'Belén Esteban', '#TodoEsMentira9E', 'Mangel', 'Joao', 'Leyenda', 'Bartra', 'Griñán', 'Rocío Carrasco', 'TOTY', 'Tottenham', 'Jusapol', 'Matamoros', 'Olga', 'Alain', 'Miranda', 'Tebas', 'Rajoy', 'Alaba y Tchouameni', 'Supercopa', 'Roberto Martínez', 'Cordón', 'Sabaly', 'Fran García', 'Zaplana', 'Feijóo', 'Peonza', 'Rodea', 'Parlament', 'Saúl', 'Blue Monday', 'Aston Villa', 'Cuca Gamarra', 'Montoya', 'Akieme', 'Adeje', 'Bildu', 'Trompo', 'Inside Job']",1612459899450974208
6037,yjmate_,,,,2021-09-29,1455,354,439,False,"DAYDREAM CONCEPT CLIP
#TXT_Daydream #TEMPTATION 
#TOMORROW_X_TOGETHER 
@TXT_members @TXT_bighit",0,0,2023-01-09,7,en,False,"[{'text': 'TXT_Daydream', 'indices': [22, 35]}, {'text': 'TEMPTATION', 'indices': [36, 47]}, {'text': 'TOMORROW_X_TOGETHER', 'indices': [49, 69]}]",,1612459899442860033
6038,softlomls,,,,2022-10-01,13021,1952,133,False,"RT @Its__kinu: Priiiii is surrounded by Introverts😂

FANS DEMAND ANKIT IN BB
#PriyAnkit https://t.co/6Lkk83dKHf",0,115,2023-01-09,12,en,False,"[{'text': 'PriyAnkit', 'indices': [77, 87]}]",,1612459899442843649
6039,DaBoyEleazar,,,,2019-10-10,43067,537,444,False,"RT @DRESPITFACTS: everybody “grown” until it’s time to communicate, apologize or tell the truth.",0,1163,2023-01-09,14,en,False,[],,1612459899438665728
6040,rashidnawazlhr,,,,2023-01-04,42,1,15,False,"RT @RajaBasharatLAW: Productive weekend in my constituency office meeting with the people of #PP14 #Rawalpindi.
#DhamialHouse https://t.co/…",0,12,2023-01-09,16,en,False,"[{'text': 'PP14', 'indices': [93, 98]}, {'text': 'Rawalpindi', 'indices': [99, 110]}, {'text': 'DhamialHouse', 'indices': [112, 125]}]",,1612459899430002688
6041,kb_def,,,,2019-02-28,65186,256,573,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4727,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459899426045953
6042,SamiTech8,,,,2018-06-05,2645,19,62,False,"RT @egg_emperor: #dreggman #eggman #drrobotnik #idwsonic #robotnik #sonicthehedgehog    #drstarline

staregg / eggline

having *totally* ve…",0,6,2023-01-09,13,en,False,"[{'text': 'dreggman', 'indices': [17, 26]}, {'text': 'eggman', 'indices': [27, 34]}, {'text': 'drrobotnik', 'indices': [35, 46]}, {'text': 'idwsonic', 'indices': [47, 56]}, {'text': 'robotnik', 'indices': [57, 66]}, {'text': 'sonicthehedgehog', 'indices': [67, 84]}, {'text': 'drstarline', 'indices': [88, 99]}]",,1612459899425890305
6043,xxxddchxxx,,,,2015-09-15,46721,5,891,False,"RT @shadow_twts: BTS was selected for the 5th consecutive year in the BRANDSTARS ""2022 Korean Wave Brands"".

In the entertainment sector, B…",0,408,2023-01-09,21,en,False,[],,1612459899421605889
6044,hiddenillusion,,,,2008-04-26,5233,2895,611,False,RT @0xdabbad00: S3 at rest encryption by default and soon it'll be non-trivial to make an S3 bucket public because Public Block access will…,0,20,2023-01-09,24,en,True,[],,1612459899413315586
6045,JCLoky_,,,,2019-05-07,1764,164,156,False,Scrim 18,0,0,2023-01-09,2,en,False,[],,1612459899392520193
6046,Petraresearch1,,,,2015-08-25,10980,208,155,False,"RT @cjwerleman: Elon Musk is banning pro-Palestinian accounts, just like I predicted he would 2 months ago.

https://t.co/4ZDXLs4nfY",0,672,2023-01-09,17,en,False,[],,1612459899392331783
6047,heezamar,,,,2022-10-23,8155,202,207,False,"SMA 2ND BONSANG MAKE IT HYPEN
#enHYPEnForSMA #ENHYPEN 
@ENHYPEN_members
@ENHYPEN https://t.co/A109EQTteH",0,0,2023-01-09,9,en,True,"[{'text': 'enHYPEnForSMA', 'indices': [30, 44]}, {'text': 'ENHYPEN', 'indices': [45, 53]}]",,1612459899384135680
6048,SteveGrant67,,,,2011-11-03,58190,2024,1034,False,"RT @2015Jmr: I got an AI to simulate how British political figures would look like if they were villains 

1/Rishi Sunak https://t.co/C86L2…",0,745,2023-01-09,22,en,False,[],,1612459899383857154
6049,ManLykKO,,"Amegakure, Mongolia",,2019-07-11,11191,51,53,False,RT @AliElPirata: Everything is going according to plan. https://t.co/rdfvuC0VHl,0,29,2023-01-09,9,en,False,[],[],1612459899375751168
6050,Priyankafan_1,,"Mumbai, India",,2021-09-24,12398,164,161,False,"RT @BB_Queen_priya: Don't try to understand people, but try to understand the humanity

CHOUDHARY SIBLINGS REUNION",0,12,2023-01-09,14,en,False,[],"['Rahul Gandhi', 'Gareth Bale', '#HappyBirthdayHrithikRoshan', 'Felix', '#GurinderDhawan', 'Inspired By Sushant', '#CrazyDealsoniPhone', 'MALLIKA RULES ITV AS RADHA', '#MissionMajnu', '#GetOutRavi', 'CHOUDHARY SIBLINGS REUNION', 'Chelsea', 'SHIV CHI AAI AALI', 'Farah', 'Happy Retirement', 'VIRTUOUS SOUL MUNAWAR', 'BS-III', 'Rohit Sharma', 'Ishan', 'ODIs', 'Bumrah', 'राहुल गांधी', 'Gill', 'Havertz', 'iPhone 14', 'FANS DEMAND ANKIT IN BB', 'Stalin', 'T20Is', 'Tapasvi', '#VarisuBORampageIn2D', '#DominantTHUNIVUBookings', '#MassMogudu', '#caresults', '#ऋचाराजपूत_को_गिरफ़्तार_करो', '#PakistanEconomy', '#zerodha', '#UPSCAspirantsProtest', '#VarisuFDFS', '#Article356', '#MoonRiseOutTomorrow', '#MotorolaXPantoneColourOf2023', '#motoxstufflistings', '#MotoEdge30FusionVivaMagenta', '#UPSCCompensatoryAttempt2023', '#AntManAndTheWaspQuantumania', '#CelebrationOfVarisu', '#ThunivuFDFS', '#BabarAzam𓃵', '#देश_की_आवाज़_राहुल', '#GALA']",1612459899371556864
6051,RequiemPluie,,,,2011-04-24,192993,4832,1692,False,RT @RequiemPluie: in the quiet of the fields / my full piece for @PatchillesZine ! it was such a honor to illustrate these two and be a par…,0,70,2023-01-09,28,en,False,[],,1612459899363164160
6052,jets_rebellion,,,,2019-02-21,52039,842,1355,False,"RT @MikeTanier: Quay Walker deserves a one-year suspension from the NFL.

He has exhibited a pattern of dangerous behavior that could lead…",0,8,2023-01-09,21,en,False,[],,1612459899362983936
6053,Chocolatesh2,,,,2017-08-19,138003,532,866,False,"RT @seohyuncontent: 📷 230109 | 'FIND ACWELL MUSE SEOHYUN' EVENT

SUBWAY DIGITAL POSTERS LOCATION
📍PANGYO STATION
📍SINSA STATION
📍SILLIM STA…",0,60,2023-01-09,16,en,False,[],,1612459899358937093
6054,Kimber91074077,,,,2022-04-20,2371,34,737,False,"RT @songpinganq: In more and more Chinese apartment complex, you need to scan your face to get your home access now.

Last 3 years Chinese…",0,174,2023-01-09,24,en,True,[],,1612459899354775552
6055,Ericc1971,,,,2015-12-15,1956,239,128,False,"RT @Machulanko: Strip game with Monika - Part 4 ~

#stripgame #ddlc https://t.co/iXeFEwedEN",0,396,2023-01-09,12,en,False,"[{'text': 'stripgame', 'indices': [51, 61]}, {'text': 'ddlc', 'indices': [62, 67]}]",,1612459899346358272
6056,YINGBUT1,,,,2019-04-21,5586,5,282,False,"🍁🍂Everything about you is special to me…I really miss you🥹 #BTS @BTS_twt 🎼🎧🐻Winter Bear #V,My You #Jungkook #JK🐳,Seesaw #SUGA🙊❄️☮️7️⃣💜🖤🤍✡️🫶🏻🌹 https://t.co/UYywwxHcgR",0,0,2023-01-09,20,en,False,"[{'text': 'BTS', 'indices': [59, 63]}, {'text': 'V', 'indices': [88, 90]}, {'text': 'Jungkook', 'indices': [98, 107]}, {'text': 'JK', 'indices': [108, 111]}, {'text': 'SUGA', 'indices': [120, 125]}]",,1612459899337998342
6057,HAYSchoolNorton,,,,2018-09-05,14815,957,76,False,Mrs. Donahue’s 5th Grade ELA students reading and working on their Choice Book Clubs together. #HAYNation https://t.co/SRkzOCnumJ,0,0,2023-01-09,17,en,False,"[{'text': 'HAYNation', 'indices': [95, 105]}]",,1612459899337994240
6058,screenager09,,,,2009-03-26,5708,21,22,False,"hugs, President Fly. Painting, Temper, Bitter.
؟?
نمشے

🔹CX10🔹
🔹CX10🔹
🔹CX10🔹",0,0,2023-01-09,6,en,False,[],,1612459899320934402
6059,scanningthecode,,,,2022-07-30,10350,385,471,False,RT @BLGirl93: Not everyone planning to buy a sofa so barcode can sleep comfortably in Jeff's studio. 😂 Our fandom is a different breed. lol.,0,4,2023-01-09,25,en,False,[],,1612459899316998144
6060,wujusony3o,,,,2018-09-01,16856,84,170,False,"RT @baedomax: We have already lost so many 3rd Gen GGs I refused to allow WJSN to disband while fIop nugu bgs remain 

 https://t.co/hKmy6x…",0,191,2023-01-09,25,en,False,[],,1612459899316994049
6061,0xnyeslebob,,Switzerland,,2020-08-06,74158,130,4581,False,"RT @Falleraaa: $10 || 150.000 IDR • Fallera 483

— RT Like and Follow @taegiveaway 🔔

Drawing in 6 hours via @sweenpi",0,3982,2023-01-09,20,en,False,[],"['Lula', 'Zidane', '#ResilientPakistan', 'Brésil', '#Tatort', 'Brazil', '#Brasilien', 'Radfahrer', ""THEY CAN'T BEAT US"", 'APPLETV SAVE WARRIOR NUN', '#brasilia', 'Beileid', 'Autofahrer', '#MondayMotivation', 'Le Graët', 'Sturm', 'Zizou', 'Uber', 'Ampel', 'Italia', 'Plattform', 'Dorf', 'Inhalte', 'Roma', 'Dörig', 'Regel', 'Fachkräfte', 'Chelsea', 'Japan', 'Deschamps', 'International Conference', 'Spur', 'Binance', 'Diplomaten', 'Details', 'Aktivisten', 'Vorschlag', 'Firmen', 'Januar 2023', 'Hände', 'Definition', 'Unfall', 'Neutralität', 'Xavi', 'Präsidenten', 'Impfungen', 'Ärzte', 'Fortschritt', 'Gesetz', 'Kriterien']",1612459899308625922
6062,jy_Iyo,,,,2019-07-18,9772,8,158,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4727,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459899300216833
6063,Meenukrishna175,,,,2021-10-29,2512,46,2629,False,"RT @beagle_solana: Airdrop of 100,000,000,000 $BEAGLE 🚀

To enter:
1️⃣ Follow, like, RT
2️⃣ Tag 3 friends
3️⃣ Fill out (https://t.co/QYE7Ml…",0,2168,2023-01-09,17,en,False,[],,1612459899296043010
6064,melanineffectt,,,,2020-04-07,7333,192,334,False,"RT @LawsonMatida: As an Archangel in Accra why are you missing this opportunity?????
It's tommorow don't miss out on the amazing discount a…",0,3,2023-01-09,22,en,True,[],,1612459899291684864
6065,nggryaaa,,,,2020-08-14,41505,1028,706,False,"RT @SM_NCT: 221229 #NCTDREAM on M Countdown - Encore Stage

#JAEMIN 
https://t.co/4Q6kE8jADN https://t.co/R7J7idULh4",0,24,2023-01-09,12,en,False,"[{'text': 'NCTDREAM', 'indices': [19, 28]}, {'text': 'JAEMIN', 'indices': [60, 67]}]",,1612459899275063296
6066,Jonatha71827401,,,,2022-04-26,368,106,491,False,Love the website. 🥃 https://t.co/cVzuhsHL3G,0,0,2023-01-09,5,en,True,[],,1612459899274887168
6067,Daniela270286,,,,2009-10-29,13934,532,1372,False,RT @MaskedSingerUK: Keep your eyes PEELED and STARCH looking for clues! 🥔 🎭 #JacketPotato #MaskedSingerUK 🎭🎤 https://t.co/OjjpG2OIgg,0,18,2023-01-09,17,en,False,"[{'text': 'JacketPotato', 'indices': [76, 89]}, {'text': 'MaskedSingerUK', 'indices': [90, 105]}]",,1612459899274788864
6068,SmartSathiya2,,,,2015-10-11,24149,531,4989,False,"RT @that1detectiv3: GTA Trilogy: As definitive as it gets Edition

One year later and most of the major issues have yet to be fixed by Rock…",0,30,2023-01-09,25,en,False,[],,1612459899262504961
6069,momomerc,,,,2011-08-16,21670,54,381,False,"RT @CREWcrew: If you think the House is full of corrupt Democrats, ask yourself why Kevin McCarthy's first planned vote for today is to gut…",0,139,2023-01-09,25,en,False,[],,1612459899262492673
6070,beomillyyy,,,,2021-10-17,47946,260,467,False,"RT @TXT__News: ⚡ retweet + reply ⚡

DAYDREAM CONCEPT CLIP
#TXT_Daydream #TEMPTATION 
#TOMORROW_X_TOGETHER 
@TXT_members @TXT_bighit",0,259,2023-01-09,13,en,False,"[{'text': 'TXT_Daydream', 'indices': [58, 71]}, {'text': 'TEMPTATION', 'indices': [72, 83]}, {'text': 'TOMORROW_X_TOGETHER', 'indices': [85, 105]}]",,1612459899254112262
6071,Ankit_parth_,,,,2022-12-14,5388,90,83,False,"RT @divyaamulu125: Confidence helps To set some aim. But, self-confidence helps to achieve that aim. So, never lose your SELF CONFIDENCE!
F…",0,17,2023-01-09,21,en,False,[],,1612459899254104065
6072,_UncleVinny,,,,2011-04-30,87031,2054,1760,False,RT @WeedPorns: She’s chiefin 😂 https://t.co/XgrLryKC1Q,0,7068,2023-01-09,6,en,False,[],,1612459899249721344
6073,melcafrango,,,,2012-05-23,2600,67,342,False,"RT @iamdorasnow: I can't take it anymore... even this job is going to drive me crazy...🥺
-kobeni https://t.co/2hSkI1Rv8d",0,52,2023-01-09,16,en,False,[],,1612459899241336834
6074,copacetic_Coop,,,,2013-08-02,23679,710,597,False,RT @SBDetroit: Nike Air Foamposite One “Metallic Red” Returns in 2023 🔥 https://t.co/VDtH6PnI1P https://t.co/rUp4JFEYMB,0,97,2023-01-09,14,en,False,[],,1612459899237056514
6075,jingyeomici,,,,2014-12-22,32647,657,250,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4727,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459899233132544
6076,purps05,,,,2018-09-10,15894,50,1414,False,"RT @fasc1nate: Blue Lake is a small lake in Nelson Lakes National Park, in the northern reaches of New Zealand's Southern Alps. Sacred to l…",0,731,2023-01-09,25,en,False,[],,1612459899224563714
6077,unfazedak,,"New York, USA",,2009-04-15,8825,779,130,False,What kind of life do yu live where u don’t get NITEMAres??? Privileged doesn’t begin to explain https://t.co/JaWoiA9xxg,0,0,2023-01-09,18,en,True,[],[],1612459899220561920
6078,Mota9014,,,,2023-01-04,209,7,21,False,RT @nelluixz: re dirty talk #ยืมเมจforsex,0,2,2023-01-09,6,en,False,"[{'text': 'ยืมเมจforsex', 'indices': [28, 41]}]",,1612459899216363520
6079,Onins22,,,,2021-03-22,237,2,33,False,"No family?
No friends?
No love?
Cheated?
I just want to die man, I don't know how.",0,0,2023-01-09,13,en,False,[],,1612459899216351232
6080,Darthziggy,,,,2009-04-22,136752,218,411,False,"RT @CallunaTea: Bob: We know you people, and you know us. You, you’re the shoe repair guy.

Locksmith: Nope. Locksmith.

Bob: I mean the lo…",0,1,2023-01-09,23,en,True,[],,1612459899216334848
6081,BookRecommende7,,,,2022-10-26,89933,2688,0,False,"RT @my_vez: I am normally very quiet on here and have never tried this before, but I'd like to start 2023 off with a #Writerslift for the #…",0,2,2023-01-09,28,en,False,"[{'text': 'Writerslift', 'indices': [117, 129]}]",,1612459899211972608
6082,rusdhycr,,,,2012-10-08,20053,47,49,False,"Long ago that born
؟?
نمشے

🔹W77🔹
🔹W77🔹
🔹W77🔹",0,0,2023-01-09,4,en,False,[],,1612459899211882496
6083,Barot10Khushi,,,,2023-01-05,390,0,3,False,"RT @itsvibingsoul: This two tagline&lt;3 

I just hope and pray PRIYANKIT fan also get this opportunity where we can say PRIYANKIT reunion&lt;3…",0,170,2023-01-09,22,en,False,[],,1612459899195387904
6084,Nalad97,26.0,United States,,2014-02-04,2163,2718,1801,False,"RT @Nalad97: Upcoming stuff for @Dznyul 💜🐅✌️

Lil snippet https://t.co/cbKLnAPXmK",0,1,2023-01-09,9,en,False,[],[],1612459899190972416
6085,daphnefolu,,"Lagos, Nigeria",,2017-05-28,844,125,304,False,"RT @SoulPapers: Introducing our 3rd Collection !

𝐒𝐜𝐢𝐨𝐧𝐬 𝐨𝐟 𝐅𝐮𝐬𝐢𝐨𝐧

FREE-MINT / Max Supply : 777 / Mint Date : TBA
See the comment section…",0,4314,2023-01-09,22,en,False,[],"['Chelsea', 'Gareth Bale', '#MondayMotivation', '#DearFootballFans', 'Potter', '#MCICHE', '#AtikuGate', '#LowkeyByDrSpartaa', 'Ojota', 'Adamawa', 'Tuchel', 'Datti', 'Datti', 'Yoruba Nation', 'Happy New Week', 'DEAR PHYNA', 'PHYNA X PHYNATION FOREVER', 'Stop Brymo', 'BEAUTY X BEENAVY FOREVER', 'BET QUEEN OF BEENAVY', 'Golf', 'Binani', 'Raymond Dokpesi', 'Airtel', 'Channels TV', 'London', 'Studied', 'President Muhammadu Buhari', 'Chew', 'SWEETNESS AT 23', 'CHI CHI IS TURNING 23', 'Havertz', 'Greatest British', 'tomorrow is monday', 'Ward Prowse', 'Belgium', 'Mudryk', 'Arsenal', 'Weghorst', 'Where is Atiku', 'Brekete', 'Roberto Martinez', 'WHERE IS BELLA', 'Nkunku', 'Kessie', 'Pedri', 'Christensen', 'Speedy', 'Savic']",1612459899190927360
6086,lirengty,,,,2013-10-12,264,18,272,False,"“There are no goodbyes for us. Wherever you are, you will always be in my heart.”
— Mahatma Gandhi",0,0,2023-01-09,18,en,False,[],,1612459899186999298
6087,AmayaMoonBi,,,,2018-09-20,29628,970,1449,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4727,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459899178418176
6088,LiquorIII,,,,2015-02-03,193139,193,277,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4727,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459899174387722
6089,Moa_Dive_Time,,,,2022-08-01,4003,33,224,False,"RT @txtontrends: Keep dropping the tags MOA!

DAYDREAM CONCEPT CLIP
#TXT_Daydream #TEMPTATION 
#TOMORROW_X_TOGETHER 
@TXT_members @TXT_bigh…",0,209,2023-01-09,13,en,False,"[{'text': 'TXT_Daydream', 'indices': [68, 81]}, {'text': 'TEMPTATION', 'indices': [82, 93]}, {'text': 'TOMORROW_X_TOGETHER', 'indices': [95, 115]}]",,1612459899170226178
6090,NectarousD,,,,2014-02-11,46419,342,980,False,"RT @USConst_Amend_I: Well, at least one thing does…",0,60,2023-01-09,8,en,True,[],,1612459899170050048
6091,CoachingChanges,,,,2013-04-01,23848,23462,676,False,I keep hearing that John Calipari has legit interest in the Texas job. I can sort of see why. He probably feels underappreciated at Kentucky and may be sick of the fish bowl. Buy KY would have to pay him $40M to fire him. What would TX have to pay KY to hire him?,0,0,2023-01-09,54,en,False,[],,1612459899169947650
6092,MsTiggToYou,,,,2011-06-08,119994,4719,912,False,see this why i did some work last night im working smarter not harder this year!,0,0,2023-01-09,16,en,False,[],,1612459899165843456
6093,biiuubiiu,,,,2020-12-17,11413,192,224,False,RT @Podolski10: Thanks to my team and our Fans 🤍💙❤️ @GornikZabrzeSSA 💪🏻 @TorcidaGornik #support #oneteam #lp10 #fans #passion https://t.co/…,0,8,2023-01-09,19,en,False,"[{'text': 'support', 'indices': [87, 95]}, {'text': 'oneteam', 'indices': [96, 104]}, {'text': 'lp10', 'indices': [105, 110]}, {'text': 'fans', 'indices': [111, 116]}, {'text': 'passion', 'indices': [117, 125]}]",,1612459899161829376
6094,AudiKhalid,,Singapore,,2008-09-12,299951,12462,615,False,the course is intercourse https://t.co/6axMtGScCw,0,0,2023-01-09,5,en,True,[],[],1612459899157622786
6095,slowlypangg,,,,2018-03-21,111226,97,1332,False,RT @joypics: this joy will never be forgotten https://t.co/XnS80stO0i,0,1035,2023-01-09,9,en,False,[],,1612459899153440768
6096,qlocka,,,,2013-02-16,30019,1648,1863,False,RT @Wj87947766: Crystal shell tree🤔 https://t.co/YW76soJMQs,0,4,2023-01-09,6,en,False,[],,1612459899153223682
